67290,96641,57405
67457,7388,52345
40855,94248,77267
10759,29054,92107
84519,12395,93748
81318,7387,82100
83469,34441,8586
24963,27480,82676
79454,71624,50984
54652,65467,45726
1674,85185,37451
6230,38513,59471
99374,45307,60344
26728,18684,62371
97859,13386,41665
52524,71624,40348
10169,35346,40022
41608,30686,51556
53861,46615,98843
90890,73441,19187
45926,6655,34251
98827,26218,69302
9483,11922,89622
13185,71810,70979
797,13921,9357
59016,49454,76968
77759,66732,4880
25625,43328,64844
67064,5249,83272
19206,56271,2879
95214,97803,18913
52090,37098,45967
49992,12921,73027
77873,88283,98603
63666,21390,10264
53838,80091,71364
70303,64123,76086
29428,28818,9555
60008,1240,5412
38304,17837,63842
52030,70171,53585
24487,80974,96068
1948,50051,6420
88634,96147,24200
75584,7468,27151
73038,19731,71368
39644,13338,46103
82691,76704,9121
3109,55292,5495
49588,73582,98851
47546,75882,8827
6548,61376,16314
90962,39625,14876
34222,67546,87305
67957,33256,12807
41418,10497,99192
39289,76179,60037
22491,75308,80473
81941,42225,83086
95051,10650,70063
73421,54157,3842
96286,61709,90532
76399,91810,51225
6659,33024,7701
49922,41821,37589
33047,61466,24417
34427,13569,7385
18361,27719,6140
60731,79812,56237
62146,10629,90510
93465,97402,47802
33031,99523,35000
12457,4344,38480
55339,84504,11443
10156,74426,11667
67695,82176,5934
60693,73479,18969
67350,71180,58806
8138,27504,78035
29669,69865,87806
18443,61113,85829
57605,30857,37380
4982,54113,98411
48220,24063,97484
56535,7772,21034
13974,26481,91566
54920,25833,12823
63546,71611,30985
6370,40004,52877
32856,14942,64337
66473,9442,36309
25257,65382,38158
31415,72900,10767
60787,25779,80153
68398,61464,94340
69750,34630,84724
84614,17578,63225
73948,27185,36494
86781,10737,26446
7197,99386,69687
31127,18810,4461
21663,49271,4370
42443,61762,99644
48907,26476,59940
17366,31000,5302
25559,50244,54227
86160,99313,70788
81657,26920,83013
72093,4289,6649
50010,31424,29946
13274,45892,88828
50775,22173,53775
57788,39888,52017
13588,26900,97308
65977,16699,24780
44985,74489,51544
61572,94857,97953
22338,69066,43682
66553,60043,85044
96278,93258,65430
46012,74087,23191
79964,4158,19256
76934,47374,89830
73113,884,72034
28764,60719,68956
78624,55084,95603
46504,49156,56066
77822,99140,40325
44683,67535,71770
37609,91115,627
62000,67707,97242
74064,98285,92214
69110,69894,7909
31202,14935,37965
19759,93011,61301
99714,8796,7694
61894,26905,15203
6556,52999,49176
94176,53978,52822
39051,99760,3631
79567,49888,26394
17242,81553,55667
18239,86997,94281
76874,72775,43267
10210,16623,70536
97739,20515,69225
36775,72051,50943
70168,7836,36820
9987,3840,30192
42678,24352,71857
53794,59672,88649
721,4206,64519
71316,59156,85875
75956,22285,91480
8250,50234,28297
8063,58606,14056
74996,14071,12607
47526,50085,85978
62696,90444,65513
6231,13166,51254
78509,51102,91829
57769,48607,57745
34903,25252,10829
12771,32358,92286
61874,47304,64424
14076,17285,59476
258,21244,81791
33638,71297,78912
93764,81677,24351
83859,27153,92542
22937,49021,12543
65069,15196,65759
32895,91536,58424
40300,51754,6636
64954,46009,92768
72085,62933,55993
42570,10589,95151
48376,35461,65696
76335,51024,71930
54217,6449,93970
55495,4655,77032
11083,18297,74696
87366,11135,67591
767,5279,70347
78012,17061,7384
70265,91178,56200
28957,67600,60679
865,53874,76175
348,39355,9208
19498,93402,8402
72104,68700,93773
5688,93332,71894
75767,70965,32796
53408,49013,68476
47988,75351,70125
31220,82743,8623
26040,27782,47040
19374,95041,89600
30572,92384,76043
47162,45249,51382
13700,516,81870
3561,93203,27200
1557,1101,73592
70203,65842,34995
19541,62496,63835
28755,59020,22232
89015,93399,75946
84491,90753,16369
63715,38914,10662
50657,46067,86339
65809,25475,77316
57344,59269,34230
84010,98023,53589
51633,6510,97257
99770,60608,51642
30006,58958,16460
19282,24623,17143
65003,16787,31920
76170,51203,9060
9621,3617,82965
59734,19166,56760
42440,24444,20591
23922,95150,42176
4740,82614,30074
99758,6570,85826
55177,90093,36231
3762,70576,51852
60190,61691,82285
30087,78637,89178
4300,79375,19999
90837,15519,97237
2494,43322,94678
12162,66675,42244
94144,1874,33797
61102,39285,10436
91141,32394,50270
2421,97284,29667
87927,6198,64245
74087,73910,82050
37879,36621,41402
12482,17453,78595
38204,67930,36412
11224,45974,69
51930,45723,53037
63618,45269,7602
43306,55812,29384
54227,49045,87520
57149,37175,83325
91914,62254,8437
80744,23310,85875
71256,58355,71259
13058,6052,77530
91811,82043,64187
70895,50369,33181
66773,64302,48113
28255,92376,4515
18594,19866,1769
19705,92505,58795
65274,27611,29798
46867,9916,39255
59370,26822,40560
23144,81135,29001
58365,23106,14212
98490,67741,3975
92419,13727,42168
13723,45801,87914
91862,43051,79138
53944,20531,67473
87742,59443,72166
20460,92357,5339
95741,55926,41769
14483,9344,65208
19537,8912,34867
57615,3686,48913
29367,48644,1722
64700,34053,19064
12120,14152,41952
68516,24629,76292
90572,35089,50093
39969,77319,47955
83790,47340,78729
22696,29927,80447
6205,62014,7276
41081,22322,40321
83106,25756,64961
95938,43369,71825
18536,34765,58457
81932,40112,33922
85192,83319,96037
81812,4359,58444
14856,74920,9406
83154,83414,23400
73708,19021,43808
72899,51910,44577
23257,94078,43963
45108,1645,2968
29947,57565,91851
72643,88815,33248
46327,61923,46984
9471,74789,90945
72934,97819,48265
22028,84499,2276
4762,81239,66686
78749,62993,70173
93039,68243,89384
45865,93860,60207
66877,81149,43890
28659,44109,88621
32171,90715,32867
93301,92209,51426
98102,55871,83656
57752,96442,77662
32689,2389,59449
97256,20104,10599
50705,17497,99567
52589,10087,70828
87224,44088,13924
44214,74287,99048
50616,85457,20546
52820,32888,7722
16113,80194,30453
94608,85859,40567
21057,94556,23695
18741,79734,29835
7548,22764,81763
45514,68905,4582
5989,89843,89208
91363,33630,65967
18145,38196,30781
37864,66751,70910
91084,19371,42881
24636,81367,25252
21193,578,3908
99888,65204,30313
92121,34450,74758
78141,35310,77605
70596,22802,89152
2535,97823,96093
94797,24592,95470
63979,7161,93833
29152,86680,41578
65382,75700,23295
72273,13667,17963
46428,7946,85224
28974,53484,82326
29929,35822,37149
10557,59068,82172
49144,7148,17311
96106,32562,45877
36674,97215,40746
75857,46492,88424
19208,27090,22020
7473,24030,30816
63792,8106,40511
8940,53685,88668
62712,18544,45496
36790,93664,64249
26931,53166,31041
56817,65528,9112
50396,21281,97929
74542,82000,64082
85099,82629,74775
44616,75920,20606
36784,62461,58648
13397,53861,43937
40028,97289,91690
68826,51653,27939
40301,24809,14050
83304,29686,69760
82756,73931,29925
53557,94748,66011
5598,35717,35217
26472,61916,94278
56993,72649,46321
67280,30800,24616
34332,90272,52569
27886,70347,82128
23012,13706,73529
4383,78544,58588
84577,45190,45981
73055,82495,3227
15805,9777,60601
16422,50284,15648
20114,68753,28673
31938,27503,40755
67686,56771,31099
47288,72521,49147
43726,32961,73026
61917,54604,976
77837,19947,26651
16563,53358,730
88445,9449,66421
58433,25276,60355
52004,53457,75457
80594,8244,91756
18763,18729,28294
39095,8617,68439
45904,92004,11579
22694,62552,60289
22443,63463,97769
35408,74602,87353
40295,89080,49540
16068,526,9872
50779,98547,69577
49689,73248,77448
67246,13019,3787
16499,21145,89800
24,93793,18028
57252,38658,87487
32239,70186,8467
69506,86800,25788
64422,85955,81854
44008,5853,23063
20173,4167,554
18904,27747,41762
37565,95153,61966
45459,51397,12044
93624,25608,50009
32916,60560,14183
85717,62874,8740
27654,3384,66341
45271,93888,62132
89742,31496,40842
67108,13378,92650
36462,35431,27858
33684,88138,7774
98741,43987,77347
63642,23394,82624
56032,97123,48155
41175,40239,11209
54977,34762,41708
25928,24480,19765
7219,9720,68252
46136,29769,8473
94425,43655,12692
84000,1997,61314
841,63709,82079
30148,76525,12444
45551,88306,85769
51682,93681,68369
72935,39901,43559
54280,52532,84228
54281,95523,47540
1015,80794,79317
17099,60468,21246
71288,42748,49191
57534,30823,76717
83072,2273,89120
38505,61884,76327
22678,83265,75272
24897,40571,33518
11140,95105,35423
35999,34055,10367
81565,70046,59802
85308,32638,29853
58095,86499,9065
37864,38425,98236
46489,94138,41165
55657,48016,25539
82991,10970,23631
33198,75919,95782
65364,9271,22353
99789,5527,72974
44609,61072,62783
6073,74263,43449
55602,36817,30282
23761,78832,72595
30476,92467,44595
29973,62502,62679
36835,60961,34634
35647,20188,29733
34062,72992,61658
84122,38204,55259
59063,72682,69181
53967,47126,38582
15599,40991,52396
35755,1494,99341
56205,46459,87609
66943,73158,70413
93194,37599,66239
18055,20777,97815
61616,89956,15563
95359,42337,3353
54332,5319,43982
28859,15414,86080
33440,96298,56128
43942,68460,89961
